,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
9315,1,53,3,1,1347,1455,A41,2,2
9316,1,29,3,1,1324,1311,D02,5,2
9318,1,20,3,2,981,1318,C57,11,2
9319,1,35,2,2,1224,1298,A03,2,2
9320,1,41,3,1,1426,1317,D00,2,2
9321,1,69,2,1,1479,1334,C50,8,2
9322,1,61,3,1,1309,1253,D05,6,2
9323,1,30,2,2,1333,1423,D00,3,3
9324,1,35,2,1,1331,1371,C44,4,2
9325,1,41,1,1,1464,1403,C20,3,2
9326,1,60,2,1,1564,1430,C50,9,2
9327,1,30,2,2,886,1426,C25,4,3
9328,1,62,1,2,1486,1391,A46,5,1
9329,1,67,3,1,1543,1539,C25,5,2
9330,1,44,1,2,1490,1472,D02,4,2
9331,1,41,2,1,1590,1539,C24,4,2
9332,1,50,3,2,1438,1497,B06,2,2
9333,1,74,3,2,1457,1164,C34,6,2
9334,1,94,2,2,1468,1484,C57,8,2
9335,1,66,2,1,1499,1478,B30,4,2
9336,1,34,2,2,1407,1468,B32,7,2
9337,1,9,2,1,1392,1483,A42,5,2
9338,0,40,2,1,1366,1483,A42,5,3
9339,0,55,2,1,1366,1483,B21,3,3
9340,1,23,2,1,1474,1365,C00,3,2
9341,1,88,2,2,1485,1512,A03,2,2
9342,0,43,1,1,1184,1485,A00,1,2
9343,1,29,2,2,1495,1565,B54,6,2
9344,0,29,2,1,1495,1257,C30,4,2
9345,0,52,3,2,1366,1495,B23,3,2
9346,1,57,2,1,1476,1740,B53,7,2
9347,1,57,2,1,1399,1491,A35,4,1
9348,1,24,2,2,1464,1479,B21,3,2
9350,0,66,2,2,1479,1810,B32,6,2
9351,0,66,2,2,1479,1810,B20,3,2
9352,1,99,2,1,1462,1605,C31,5,2
9353,1,35,3,1,1450,1432,C00,3,2
9354,1,54,2,2,1437,1632,C37,6,1
9355,1,49,2,2,1444,1642,B20,3,2
9356,1,37,3,1,1795,1700,C42,9,2
9357,1,81,2,1,1776,1829,C62,6,2
9358,1,63,2,1,1813,1792,B50,5,2
9359,1,52,2,1,1992,1801,B90,11,2
9360,1,52,2,2,1858,1779,B21,3,2
9361,1,64,2,2,1784,2085,E73,12,3
9362,1,46,2,2,1797,1931,D11,5,2
9363,1,43,2,1,2074,1804,B21,3,2
9364,1,16,3,2,1887,1777,A00,1,1
9365,1,69,2,1,1747,1902,B12,3,1
9367,1,47,3,1,1568,1561,C40,4,2
9368,1,40,1,2,1576,1687,C55,6,2
9369,1,58,3,2,1582,1773,B00,2,2
9370,1,106,1,2,1581,1667,C55,6,2
9371,1,74,3,2,1590,1697,C50,7,2
9372,1,49,2,1,1578,1569,C57,10,2
9373,1,40,2,2,1583,1820,C55,6,2
9374,1,44,2,2,1601,1423,C42,5,2
9375,1,39,2,1,1599,1484,C40,4,2
9376,1,113,2,1,1597,1134,C50,8,2
9377,1,67,2,1,1591,1392,C55,7,2
9378,1,74,3,2,1613,1257,C50,9,2
9379,1,62,3,2,1628,1276,C50,7,2
9380,1,31,3,1,1622,1430,B00,5,2
9381,1,87,3,1,1616,1459,B30,5,2
9382,1,109,3,1,1606,1537,A45,5,2
9383,1,136,3,2,1623,1473,C50,6,2
9384,1,55,1,1,1612,1582,B12,3,2
9385,1,131,0,0,1613,1406,C55,6,2
9386,1,65,1,1,1602,1572,C41,5,2
9387,1,97,2,1,1593,1509,B01,2,2
9388,1,10,2,1,1583,1554,C42,5,2
9389,1,55,3,1,1573,1496,C50,9,2
9390,1,49,2,2,1585,1591,B07,4,2
9391,1,65,3,1,1582,1260,C50,8,2
9392,1,29,3,1,1578,1277,B00,2,2
9393,1,56,3,2,1580,2002,B12,5,2
9395,1,124,2,1,1564,1461,C55,6,2
9397,1,70,2,2,1566,1643,C50,6,2
9398,1,55,2,2,1595,1483,B02,2,2
9399,1,33,2,1,1591,1338,C42,5,2
9400,1,110,3,2,1606,1498,B08,8,2
9401,1,55,2,1,1602,1343,C50,6,2
9402,1,44,2,1,1600,1175,C02,7,2
9403,1,72,3,2,1616,1467,C00,4,2
9404,1,67,2,1,1605,1575,C50,9,2
9405,1,47,2,1,1598,1451,B29,5,2
9406,1,21,2,1,1592,1401,B40,6,2
9407,1,19,3,1,1587,1347,C41,5,2
9409,1,37,3,1,1565,1548,C55,6,2
9410,1,30,2,1,1561,1275,C50,6,2
9411,1,82,2,2,1461,1253,D06,3,2
9413,0,49,3,1,1327,1364,C46,5,2
9414,0,36,3,2,1070,1802,B00,2,2
9415,1,68,3,2,1097,1171,C00,3,2
9416,1,7,3,1,1271,1130,C20,3,1
9417,1,10,1,2,1130,1455,B20,3,2
9418,1,15,1,1,1568,1307,C20,4,2
9419,1,10,1,2,1240,1602,B20,2,2
9420,1,16,1,2,1240,1422,C20,3,3
9421,1,18,1,2,1240,1587,C20,3,3
9422,1,26,2,2,1295,1322,C23,4,3
9423,1,17,2,2,1380,1189,C21,5,2
9424,0,112,1,2,1271,1624,C23,3,2
9427,0,84,3,2,1838,1774,B54,6,1
9428,0,19,2,1,1172,1774,D30,9,3
9429,0,55,2,2,1241,1744,C40,4,3
9430,1,73,2,1,1667,1644,B21,3,2
9431,1,39,2,1,1904,1648,A46,4,2
9432,1,48,2,2,1661,1619,B32,7,2
9433,1,41,2,1,1677,1672,D06,4,2
9434,1,79,2,1,1661,1632,B07,3,2
9435,1,32,2,2,1683,1651,B32,7,2
9436,1,28,2,2,1652,2159,C49,8,2
9437,1,52,2,2,1364,1649,A15,2,2
9438,1,48,2,2,1653,1889,B01,6,2
9439,1,65,2,1,1674,1657,B20,2,2
9440,1,84,2,2,1664,1810,B01,4,2
9441,1,51,2,2,1673,1722,B80,10,2
9443,0,3,2,1,1240,1161,C40,3,3
9444,1,25,2,2,1323,1441,A40,3,2
9447,1,61,3,1,1066,1174,C68,7,2
9448,1,21,3,1,1262,1236,C46,7,2
9449,1,47,3,1,1460,1279,C26,6,2
9450,1,80,3,2,1390,1346,B93,11,2
9451,1,88,2,2,1571,1784,D30,4,2
9452,1,59,2,1,1806,1577,B08,9,2
9453,1,35,2,2,1584,1737,D32,10,2
9454,1,43,2,2,1597,1583,A40,2,2
9455,1,37,2,1,2081,1599,A00,2,2
9456,1,101,1,1,1592,1390,A40,2,2
9457,1,63,2,1,1828,1598,B07,4,2
9458,1,122,1,0,1648,1596,B08,8,2
9459,1,78,2,2,1613,1520,D11,7,2
9460,1,56,2,2,1495,1603,B08,9,2
9461,1,73,3,1,1599,1274,A41,3,2
9462,1,111,0,0,1875,1589,B07,2,2
9463,1,45,2,1,1636,1601,B07,2,2
9464,1,72,1,2,1657,1584,A00,1,2
9465,1,17,3,1,1576,1373,D20,5,2
9466,1,69,2,2,1593,1549,A43,3,2
9467,1,82,2,2,1606,1644,D00,3,2
9468,1,16,2,2,1678,1586,B04,8,2
9469,1,93,2,1,1790,1594,B02,5,2
9470,1,54,2,2,1597,2007,D00,4,2
9471,1,55,2,1,1581,1566,D00,3,2
9473,0,77,2,1,1040,1215,C00,2,2
9475,1,56,3,2,1289,1442,C20,3,2
9478,0,53,2,1,1525,1888,C42,5,3
9479,1,85,3,1,1861,1797,A00,1,2
9480,1,31,2,1,1824,1805,C14,13,3
9481,1,55,3,1,1786,1748,C10,5,2
9482,1,81,3,1,1710,1972,A00,1,2
9483,1,67,2,1,1650,1695,C28,7,2
9484,1,37,3,1,1565,1709,C26,5,2
9485,1,46,1,2,1637,1462,D02,5,2
9486,1,56,3,2,1578,1325,C43,6,2
9487,1,68,2,2,1326,1480,E00,1,2
9489,1,16,3,2,1363,1740,A15,2,2
9491,0,48,3,2,1270,1372,A40,2,2
9492,0,68,3,2,1328,1372,C01,4,2
9493,0,130,2,2,1372,1293,A13,2,2
9494,0,94,2,2,1336,1372,A00,1,1
9495,0,46,2,2,826,1372,B30,5,2
9503,0,75,2,1,1372,2093,A11,2,2
9509,1,57,3,1,1710,1376,B21,3,2
9510,1,55,2,1,1708,1851,B32,7,2
9511,1,53,2,2,1245,1336,B30,4,2
9512,1,48,2,1,1599,2051,C01,5,2
9513,1,52,3,2,1446,1556,B20,3,2
9514,1,92,0,0,1418,1589,B20,3,2
9515,1,105,1,1,1512,1465,C46,5,2
9516,1,55,3,1,1470,1195,A00,1,2
9517,1,38,2,1,1559,1641,B10,4,2
9519,1,75,3,1,1420,1483,C41,4,2
9520,1,113,3,1,1421,1315,C20,3,3
9521,1,4,2,1,1240,1240,C20,3,3
9522,1,36,2,1,2078,1960,C11,6,2
9523,1,36,2,2,1969,2023,B40,7,2
9524,1,27,2,1,1936,1980,C15,6,2
9525,1,27,2,2,1757,1866,B20,3,2
9528,1,16,3,2,1371,1575,A00,1,2
9529,1,57,3,1,1314,1398,A50,4,2
9530,1,107,3,1,1628,1408,A00,5,2
9531,1,121,2,1,1514,1425,C55,8,2
9532,1,18,3,2,1446,1505,C50,6,2
9533,1,90,2,2,1448,1418,D31,6,2
9534,1,49,3,1,1377,1451,D00,3,2
9535,1,61,3,1,1424,1396,C40,4,2
9536,1,66,2,2,1434,1737,C00,4,2
9538,1,42,3,2,1446,1364,C65,6,2
9539,1,21,2,2,1398,1436,C21,5,2
9540,1,33,3,1,1418,1443,C46,6,2
9541,1,51,3,1,1443,1499,C24,4,2
9542,1,56,3,2,1288,1470,D06,4,2
9543,1,37,3,1,1431,1295,C42,5,2
9544,1,35,2,1,1358,1367,A40,2,2
9545,1,86,3,2,1289,1260,C26,5,2
9546,0,33,2,1,1245,1260,A00,1,2
9547,0,41,3,1,1260,1245,C40,4,2
9548,0,30,2,2,1260,1565,C02,11,2
9549,0,20,1,2,1714,1260,C57,10,2
9550,0,114,3,2,1222,1260,A10,2,2
9551,0,36,3,2,1260,1222,C41,5,2
9552,0,20,3,2,1260,1222,C20,3,2
9553,0,47,1,1,1260,1392,B00,2,2
9554,0,66,3,2,1392,1260,A00,1,2
9556,1,34,3,2,1279,1716,D01,4,2
9557,0,63,2,1,1279,1488,C20,3,2
9558,0,95,3,1,1461,1279,C44,4,2
9559,1,40,1,2,1336,1563,C21,5,2
9560,1,54,3,2,1347,1938,C20,3,2
9572,1,60,2,2,1250,1208,A00,1,2
9573,1,12,2,2,1213,1599,C22,6,2
9574,1,15,2,1,1626,1217,C44,5,2
9575,1,17,2,1,1700,1220,C67,8,2
9576,1,87,2,1,1937,1221,C44,5,2
9577,1,29,2,1,1596,1229,C55,7,2
9578,1,25,2,1,1508,1237,B01,4,2
9579,1,27,2,1,1393,1251,C50,5,2
9580,1,41,2,1,1512,1261,C23,3,2
9581,1,33,2,2,1266,1669,C20,3,2
9582,1,59,1,1,1426,1282,C20,3,2
9583,1,23,3,1,1625,1289,C21,3,1
9584,1,17,3,1,1502,1302,C60,6,2
9585,1,46,3,2,1330,1340,C16,7,2
9586,1,26,2,2,1350,1765,B07,4,2
9587,1,76,3,2,1640,1290,C20,3,2
9588,1,87,2,1,1443,1313,C20,3,2
9589,1,89,2,1,1847,1287,B01,4,2
9590,1,43,2,1,1636,1298,C40,4,2
9592,0,33,3,1,1323,1318,D00,3,2
9593,1,29,2,1,1457,1327,C20,3,2
9594,1,50,2,2,1289,1275,A00,1,2
9595,1,39,3,1,1189,1410,B10,2,2
9596,0,96,2,2,1189,1366,C23,3,3
9597,0,86,2,2,1367,1208,A00,1,3
9598,0,30,1,2,1367,1208,A00,1,2
9599,1,25,3,1,1505,1229,B00,2,2
9600,1,15,2,1,1161,1244,A04,2,3
9601,0,20,2,2,1161,1465,C20,3,1
9602,1,21,3,1,2022,1162,C30,3,3
9603,1,17,2,1,1465,1189,B00,1,2
9604,1,45,3,1,1292,1422,A01,2,2
9605,1,71,3,1,2054,1977,B32,8,2
9606,1,81,2,1,1696,2054,D11,7,2
9607,1,68,2,2,2054,1626,C22,6,2
9608,1,2,1,2,2073,2257,B01,2,2
9609,1,4,1,2,2104,2081,A03,3,2
9611,1,2,1,2,1816,2230,B01,2,2
9612,1,37,2,1,2098,2279,A06,3,2
9613,1,39,0,0,2002,2302,C00,3,2
9614,1,23,3,1,2276,2111,C46,5,2
9616,1,2,1,2,1425,2346,A01,2,2
9617,1,2,1,2,1836,2340,D00,2,2
9618,1,2,1,2,1921,2322,D00,2,2
9619,1,2,1,2,1491,2318,A01,2,2
9620,1,90,3,2,1305,2318,D11,7,1
9621,1,2,1,2,1654,2314,B01,2,2
9623,1,2,1,2,1513,2312,B01,2,2
9624,1,27,1,1,1591,1348,C23,3,2
9625,1,19,2,1,1531,1354,C23,3,2
9626,1,23,2,1,1337,1567,C60,5,2
9627,1,53,2,2,1349,1308,B23,3,2
9628,1,28,1,2,1354,1337,C50,8,2
9629,1,14,2,2,1345,1471,B25,4,2
9630,1,26,2,2,1352,1503,B23,3,2
9631,1,45,2,1,1336,1364,C50,6,2
9632,1,39,2,1,1527,1371,C64,6,2
9633,1,35,1,1,1572,1376,D02,5,2
9634,1,34,3,2,1382,1567,B00,3,2
9635,1,34,2,1,1372,1395,C65,8,2
9636,1,61,1,1,1412,1406,C58,11,2
9637,1,26,2,2,1414,1557,B03,7,2
9638,1,41,2,1,1398,1515,B00,5,2
9639,1,18,2,2,1415,1437,C00,2,2
9640,1,46,3,2,1421,1630,C77,9,2
9641,1,75,3,1,1624,1427,C23,3,2
9642,1,48,2,2,1439,1422,C41,4,2
9643,1,14,2,2,1454,1427,A01,5,2
9644,1,33,3,1,1413,1441,B07,2,2
9645,1,42,3,2,1444,1400,C44,5,2
9646,1,37,2,1,1518,1408,C50,6,2
9647,1,101,3,1,1394,1442,C60,5,2
9648,1,51,3,1,1380,1418,B00,2,2
9650,1,45,3,1,1770,1372,A51,4,2
9651,1,42,2,2,1374,1848,B12,5,3
9652,1,35,1,1,1457,1384,D04,6,2
9653,1,42,3,2,1480,1368,B00,5,2
9654,1,31,0,0,1313,1370,C64,6,2
9655,1,47,2,1,1359,1323,C41,4,2
9656,1,28,1,2,1361,1755,C51,10,2
9657,1,39,3,1,1752,1363,C50,8,2
9658,1,54,2,2,1373,1464,B23,3,2
9659,1,86,2,2,1373,2007,C46,7,2
9660,1,62,0,0,1197,1379,C50,6,2
9661,1,20,1,2,1382,1748,B18,8,2
9662,1,136,2,2,1778,1360,A52,7,3
9663,1,55,2,1,1547,1366,C50,8,2
9664,1,38,2,1,1279,1408,C48,7,2
9665,1,34,3,2,1599,1473,C55,6,2
9667,1,105,2,1,1631,1563,C50,7,2
9671,0,49,3,1,1952,1563,C60,5,2
9672,0,23,2,1,1352,1298,C46,6,2
9673,0,26,2,2,1421,1563,C21,3,2
9674,0,71,3,1,1485,1352,C45,7,2
9675,0,113,1,1,1563,1445,C46,7,2
9676,0,62,1,2,1223,1563,C20,3,2
9677,0,84,2,1,1702,1375,D20,5,2
9678,1,102,0,0,1430,1667,A02,2,3
9679,1,63,1,1,1394,1228,D06,4,2
9681,1,120,1,2,2016,2000,A04,2,2
9682,1,101,3,1,2006,1960,A04,2,2
9683,1,59,2,1,2043,2017,D03,10,2
9684,1,120,2,2,1600,2015,B06,2,2
9685,1,64,3,2,1806,2009,B06,5,2
9686,1,79,1,1,2000,1920,A04,2,2
9687,1,49,3,1,1999,1487,A04,2,2
9688,1,33,2,1,1988,2010,A04,2,2
9689,1,32,2,2,1927,1978,B06,4,2
9690,1,40,3,2,1958,1967,A00,1,2
9691,1,65,2,1,1955,1969,A04,2,2
9692,1,29,2,2,1970,1853,A07,3,2
9693,1,152,0,0,1850,1974,A03,2,2
9694,1,130,3,2,1989,1891,A04,2,2
9695,1,46,3,2,1948,1978,B02,3,2
9696,1,84,3,2,1873,1970,C26,6,2
9697,1,144,2,2,1987,1797,A04,2,2
9698,1,58,3,2,1670,1984,B06,4,2
9699,1,68,3,2,1880,1975,C42,9,2
9700,1,61,3,1,1968,1809,A04,2,2
9701,1,49,3,1,1956,1992,A39,13,2
9702,1,48,2,1,1951,1718,A08,4,2
9703,1,73,2,1,1942,1845,D02,4,2
9704,1,104,2,2,1853,1933,B08,8,2
9705,1,19,2,1,1923,1862,A07,3,2
9706,1,33,2,1,1915,1794,A07,3,2
9707,1,74,1,2,1160,1915,A45,3,2
9708,1,85,2,1,2098,1920,B06,5,2
9709,1,114,1,2,1846,1910,A45,2,2
9710,1,13,2,1,1904,1752,A08,4,2
9711,1,59,2,1,1890,1959,A04,2,2
9712,1,33,2,1,1895,1760,A05,4,2
9713,1,30,2,2,1719,1907,B02,5,2
9714,1,30,2,1,1900,1725,A13,3,2
9715,1,69,2,1,1890,1846,D02,4,2
9716,1,110,1,2,1856,1878,B06,5,2
9717,1,86,1,2,1746,1870,A46,5,2
9718,1,40,3,2,1121,1355,A20,2,3
9720,1,64,3,2,1383,1226,A40,2,2
9722,1,26,2,2,1290,975,C21,4,2
9723,1,11,0,0,950,1297,A00,1,2
9724,1,21,3,1,1794,951,D00,3,3
9725,1,52,3,2,951,1793,A00,1,3
9726,1,16,2,1,1496,954,D00,2,3
9727,1,23,2,1,1488,957,C00,3,2
9728,1,3,2,1,1146,996,C00,3,2
9729,1,50,3,2,992,1318,A01,1,2
9730,1,63,2,1,1434,1041,C34,6,2
9731,1,26,2,1,1659,1044,C20,4,2
9732,1,53,3,1,1518,1050,C41,5,2
9733,1,61,2,2,1068,1304,A00,1,2
9734,1,19,2,1,1298,1092,C42,5,2
9735,1,68,2,2,1133,1218,A00,1,2
9736,1,15,2,1,1216,1191,A40,1,2
9737,1,29,3,1,1777,1197,C50,9,2
9739,1,12,2,2,895,1164,B01,4,3
9740,1,36,2,2,871,1006,C20,3,2
9741,1,19,2,2,957,1058,C00,2,2
9742,1,57,3,1,1334,880,C20,3,2
9743,1,3,2,2,1392,1914,B20,3,2
9747,1,51,2,1,1761,1515,D00,3,2
9748,1,33,2,1,1499,1268,C21,3,2
9749,1,87,2,1,1491,1367,C00,4,2
9750,1,42,1,2,1502,1736,B21,5,2
9751,1,83,3,1,1495,1342,C21,4,2
9752,1,45,1,1,1504,1585,C21,9,2
9753,1,47,2,1,1502,1128,B00,5,2
9754,1,34,3,2,1497,1521,B00,2,2
9755,1,108,1,2,1504,1606,B21,5,2
9756,1,70,2,2,1508,1796,C21,5,2
9757,1,49,2,1,1496,1507,C21,5,2
9758,1,68,2,2,1507,1532,C21,3,2
9759,1,35,3,1,1488,1698,C21,9,2
9760,1,61,1,1,1479,1398,C21,3,2
9761,1,64,2,1,1475,1165,C00,3,2
9762,1,28,2,1,1469,1273,C21,3,2
9763,1,57,3,1,1448,1748,C21,10,2
9764,1,90,3,2,1454,1663,C21,10,2
9765,1,17,2,1,1440,1480,C21,3,2
9766,1,84,3,2,1452,1463,B21,12,2
9767,1,41,2,1,1420,1420,B06,4,2
9768,1,68,3,2,1432,1454,C21,3,2
9769,1,53,1,1,1414,1550,C21,10,2
9770,1,94,2,2,1428,1394,B00,5,2
9771,1,15,3,1,1421,1236,C21,3,2
9772,1,54,2,2,1426,1929,B12,4,2
9773,1,60,2,1,1409,1570,C21,4,2
9774,1,41,3,1,1406,1035,C21,5,2
9775,1,41,3,1,1401,1111,C21,9,2
9776,1,60,3,2,1398,1293,B21,6,2
9777,1,23,2,2,1399,1630,C21,5,2
9778,1,169,3,1,1379,1563,C21,10,2
9779,1,44,2,2,1382,1778,C21,5,2
9780,1,30,2,2,1387,1623,C21,9,2
9781,1,43,2,1,1379,1228,C21,3,2
9782,1,40,2,2,1387,1547,B00,1,2
9783,1,46,3,2,1411,1584,B01,2,2
9784,1,31,3,1,1393,1483,C21,9,2
9785,1,118,1,2,1404,1499,C21,5,2
9787,0,35,2,1,1564,1503,B01,4,3
9788,1,93,2,1,1465,1416,B00,4,2
9789,1,92,2,2,1426,1436,A00,2,2
9790,1,112,2,2,1473,1414,B00,2,2
9791,1,74,3,2,1424,1440,A00,2,2
9792,1,28,2,2,1486,1412,B01,4,2
9793,1,39,2,1,1398,1544,A00,1,2
9794,1,73,3,1,1511,1405,B00,2,2
9795,1,88,2,2,1679,1342,B01,4,2
9797,1,99,1,1,1602,1424,B07,3,2
9799,1,70,2,2,1700,1675,D00,4,2
9800,1,56,2,2,1711,1652,D00,3,2
9801,1,64,2,2,1722,1723,D00,3,2
9802,1,131,2,2,1734,1710,B40,4,2
9803,1,81,3,1,1704,1551,A45,2,2
9804,1,54,2,2,1713,1768,A45,2,2
9805,1,94,2,1,1701,1758,D00,4,2
9806,1,46,2,2,1713,1668,A45,2,2
9807,1,57,2,1,1703,1678,A40,2,2
9808,1,56,2,1,1695,1600,A40,2,2
9809,1,54,3,2,1709,1610,A40,2,2
9810,1,45,2,1,1700,1620,A45,2,2
9811,1,62,2,2,1629,1691,E00,5,2
9812,1,140,3,2,1705,1616,A45,2,2
9813,1,67,3,1,1781,1715,B32,6,2
9814,1,27,2,2,1724,1771,A45,2,2
9815,1,87,3,1,1720,1481,A40,2,2
9816,1,88,2,2,1734,1634,D00,4,2
9817,1,39,2,1,1719,1856,A40,2,2
9818,1,77,2,1,1458,1738,D02,3,2
9819,1,78,2,1,1728,1689,A80,2,2
9820,1,32,2,1,1717,1699,D00,3,2
9821,1,40,2,2,1710,1705,B40,5,2
9822,1,134,0,0,1705,1710,D00,4,2
9823,1,89,2,1,1446,1725,B40,4,2
9824,1,78,2,1,1721,1450,A40,1,2
9825,1,83,2,1,1709,1695,A45,2,2
9826,1,60,2,1,1697,1718,D00,3,2
9827,1,80,2,1,1689,1578,A40,2,2
9828,1,127,0,0,1691,1626,D00,3,2
9829,1,43,2,1,1681,1733,A40,1,2
9830,1,46,2,2,1685,1946,A45,2,2
9831,1,89,3,1,1682,1350,A40,2,2
9832,1,90,2,2,1697,1546,A40,2,2
9833,1,64,2,2,1714,1553,A40,2,2
9834,1,81,2,1,1699,1809,A80,2,2
9835,1,55,2,1,1693,1521,A40,2,2
9836,1,99,2,1,1680,1713,D00,3,2
9837,1,79,3,1,1674,1491,A40,2,2
9838,1,161,0,0,1846,1669,D00,3,2
9839,1,48,2,2,1675,1858,A45,2,2
9840,1,12,2,2,1551,1667,C55,6,2
9841,1,60,2,1,1662,1408,A40,2,2
9842,1,40,2,1,1651,1629,D00,3,2
9843,1,107,0,0,1663,1300,D00,3,2
9844,1,101,3,1,1655,1518,D00,3,2
9845,1,51,3,1,1381,1583,B00,3,2
9846,1,144,2,2,1749,1716,C50,8,2
9847,1,22,2,2,1551,1697,C24,4,2
9848,1,49,2,1,1685,1390,B07,4,2
9850,1,116,3,2,1766,1826,D31,6,2
9851,1,30,2,2,1425,1754,B00,2,2
9853,1,65,2,1,1760,1711,C41,4,2
9854,1,20,2,2,1723,1706,C02,8,2
9855,1,57,2,1,1710,1777,B20,3,2
9858,1,52,3,2,1277,1342,A03,2,2
9859,0,47,2,1,1342,1299,D02,3,3
9860,0,47,2,2,1357,904,C00,3,2
9861,1,11,2,1,1341,1259,D00,2,2
9862,0,102,3,2,1280,1341,D02,3,2
9863,1,49,2,1,1336,1099,D02,3,2
9864,0,27,3,1,1336,1190,A40,2,2
9865,0,38,2,2,1336,1259,D02,4,2
9866,0,10,2,2,944,1336,A00,1,2
9867,0,59,2,1,1336,944,D02,3,2
9868,0,54,2,1,1336,1217,D02,4,2
9869,0,51,2,1,1336,1273,A41,4,2
9870,0,47,3,1,1202,1336,B01,4,2
9872,0,10,2,2,1354,1680,D00,2,2
9873,0,97,2,1,1404,1354,C21,4,2
9874,0,70,3,2,1354,1181,C42,5,2
9875,0,41,3,1,1354,1289,D02,3,2
9876,1,38,3,2,1140,1637,A04,2,3
9877,1,32,1,2,1140,1498,A04,2,2
9878,1,24,1,2,1464,1106,B00,2,2
9879,1,12,2,2,1084,1099,A00,1,2
9880,1,32,2,1,1362,1094,B30,4,2
9881,1,6,1,2,1101,1478,A00,1,2
9882,1,25,2,1,1070,1265,A00,1,2
9883,1,29,3,1,1257,1091,C40,4,2
9884,1,15,2,2,1116,1247,B10,2,2
9885,1,3,2,1,1236,1150,B00,1,2
9886,1,29,2,1,1535,1160,A06,3,2
9887,1,12,3,2,1185,1390,A00,1,2
9888,1,9,2,1,1099,1290,A00,1,2
9889,1,6,3,2,1139,1283,A00,1,2
9890,1,14,2,2,1171,1554,A00,1,2
9891,1,16,3,2,1199,1503,A00,1,2
9892,1,13,2,1,1498,1238,A06,3,2
9893,1,12,2,2,1304,1493,A02,2,2
9895,1,2,1,2,988,1056,A00,1,2
9897,0,3,2,2,1148,1614,B27,3,2
9898,1,25,2,2,1149,1796,B07,5,2
9899,0,28,2,1,1669,1149,C40,5,3
9900,0,55,3,1,1149,1669,A00,4,3
9901,0,11,2,1,1669,1149,C40,4,3
9902,0,43,2,2,1149,1669,A00,1,3
9903,0,2,2,2,1149,1669,A80,2,3
9904,0,46,3,2,1149,1672,D00,6,3
9905,0,18,2,1,1672,1149,C40,4,3
9906,0,28,2,2,1149,1672,A00,1,3
9907,0,5,2,1,1672,1149,C00,3,3
9908,0,2,2,2,1149,1672,B01,2,3
9909,0,14,2,1,1672,1149,C48,7,3
9910,0,17,2,2,1149,1672,D00,6,3
9911,0,45,2,1,1672,1149,C40,4,3
9912,0,62,2,2,1149,1672,D10,4,3
9913,1,25,2,2,1151,1578,D00,9,3
9914,1,47,2,1,1125,1643,C11,7,3
9917,1,22,2,2,1331,1661,C20,3,3
9918,1,92,2,2,1337,1623,C20,3,3
9922,1,54,2,2,2022,2226,B06,2,1
9923,1,32,2,1,2216,2029,C45,8,1
9924,1,31,2,1,2210,1912,B40,4,1
9925,1,47,2,1,2202,1965,C00,3,1
9926,0,14,3,2,1183,1431,B10,4,2
9928,1,44,2,2,1892,2344,C00,4,2
9930,1,56,1,2,1603,2241,C47,7,2
9931,1,53,1,1,2238,1742,A13,6,2
9932,1,96,2,2,1613,2237,A20,2,2
9933,1,63,2,1,2235,1652,A10,1,3
9934,1,134,3,2,2263,2136,B28,5,2
9935,1,46,2,2,1800,2260,C47,9,2
9936,1,80,3,2,1737,2257,A00,1,2
9937,1,72,3,2,2069,2244,D90,8,1
9938,1,65,2,1,2229,2077,B83,17,1
9940,1,53,3,1,1694,1495,C24,4,2
9941,1,23,2,2,1408,1690,D30,4,2
9942,1,69,3,1,1695,1702,A00,1,2
9943,1,53,3,1,1709,1442,B13,5,2
9944,1,31,2,1,1675,1722,C45,7,2
9945,1,53,2,2,1696,1711,C45,7,2
9946,1,49,3,1,1707,1404,C23,4,2
9947,1,71,1,1,1697,1660,C50,8,2
9948,1,77,3,1,1552,1713,C45,7,2
9949,1,29,3,1,1703,1679,B20,3,2
9950,1,26,3,2,1657,1693,C22,6,2
9951,1,53,2,1,1685,1579,B20,3,2
9952,1,26,2,2,1695,1716,C24,4,2
9953,1,112,2,2,1527,1677,C20,4,2
9954,1,101,3,1,1670,1522,C23,3,2
9955,1,101,0,0,1665,1684,B20,3,2
9956,1,44,2,1,1650,1574,C23,3,2
9957,1,56,2,1,1666,1661,C64,7,2
9958,1,31,3,1,1773,1670,D06,3,2
9959,1,34,2,2,1687,1657,C55,6,2
9960,1,116,2,2,1688,1484,C50,7,2
9961,1,47,2,2,1631,1677,C51,8,2
9962,1,35,2,1,1670,1542,C23,3,2
9963,1,73,2,1,1502,1687,D06,4,2
9964,1,28,3,2,1706,1482,B01,2,2
9965,1,54,0,0,1837,1426,B01,4,2
9966,1,2,2,2,856,1423,D00,2,3
9967,1,3,2,1,1420,859,C20,3,3
9968,1,2,2,1,1417,861,A00,1,3
9969,1,2,2,2,864,1414,A00,1,3
9970,1,2,2,2,867,1410,A00,1,3
9971,1,3,2,1,1407,871,A00,1,3
9972,1,2,2,1,1403,874,A00,1,3
9973,1,2,2,2,877,1399,A00,1,3
9974,1,3,2,1,1395,881,A00,1,3
9975,1,3,2,1,1390,885,A00,1,3
9976,1,3,2,1,1386,889,A00,1,3
